group,reading,freq,source
𓐝𓂋𓈖𓆑𓆄𓅱𓇳𓏥𓐝,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓆄𓅱𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,2,AES
𓐝𓂋𓈖𓆑𓐝𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏭𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏭𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,19,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,7,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,2,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,52,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳𓆗,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓈖𓏏𓏮𓐝𓇋𓏏𓈖𓇳𓏤,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓆄𓅱𓇳𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓇋𓇳𓏏𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,2,AES
𓐝𓂋𓈖𓆑𓐝𓇋𓐍𓏏𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓇳𓇋𓏏𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,4,AES
𓐝𓂋𓈖𓆑𓐝𓇳𓏏𓇋𓇋𓐝𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓇳𓏏𓇋𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,3,AES
𓐝𓂋𓈖𓆑𓐝𓇳𓏏𓇍𓇋𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓆑𓐝𓐍𓏏𓇋𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,2,AES
𓐝𓂋𓈖𓆑𓐝𓐍𓏏𓇍𓇍𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-rꜥw-ꞽtꞽ-ꞽꞽ-m-ꞽtn,1,AES
𓐝𓂋𓈖𓐝𓆄𓅱𓇳𓈖𓏏𓏭𓐝𓇋𓏏𓈖𓇳,m-rn=f-m-šw-n.tꞽ-m-ꞽtn,2,AES
𓐝𓂋𓍛𓊹𓀀𓏥,ꞽm.ꞽ-rꜥ-ḥm.w-nṯr,1,AES
𓐝𓂋𓍛𓊹𓀀𓏪,ꞽm.ꞽ-rꜥ-ḥm.w-nṯr,1,AES
𓐝𓂋𓏤𓂝𓏤,m-rꜥ-ꜥ,1,AES
𓐝𓂝,m,16,AES
𓐝𓂝,m-ꜥ,7,AES
𓐝𓂝,mꞽ,2,AES
𓐝𓂝,m-dꞽ,1,AES
𓐝𓂝𓂋𓂧𓎛󱟘𓊃𓊪𓊗𓏥,mꜥr-sp,1,AES
𓐝𓂝𓄑𓀀,mḥ,1,AES
𓐝𓂝𓄑𓀽,mḥ,1,AES
𓐝𓂝𓄑𓏛,mḥ,8,AES
𓐝𓂝𓄑𓏛𓀀,mḥ,1,AES
𓐝𓂝𓄑𓏛𓀽,mḥ,4,AES
𓐝𓂝𓄑𓏛𓇋𓇋𓀽,mḥꞽ,3,AES
𓐝𓂝𓄑𓏛󿇛,mḥ,1,AES
𓐝𓂝𓄑𓏛􂅡,mḥ,1,AES
𓐝𓂝𓄿𓎼𓀔𓏥,mgꜣ,1,AES
𓐝𓂝𓆑𓎡𓈓,mfkꜣ.t,1,AES
𓐝𓂝𓇋𓂻,mꞽ,2,AES
𓐝𓂝𓇋𓏤𓂻,mꞽ,1,AES
𓐝𓂝𓇋𓏭𓂻,mꞽ,2,AES
𓐝𓂝𓈙𓂋𓃭𓅱􂙐,mšr.w,1,AES
𓐝𓂝𓈙𓂋𓏤𓃭𓇳,mšr.w,1,AES
𓐝𓂝𓊄𓏤𓏤𓂻,ms,1,AES
𓐝𓂝𓍑𓄿𓅱𓌙𓈉,mḏꜣꞽ,1,AES
𓐝𓂝𓎡𓇉𓄿𓁶,mkḥꜣ,3,AES
𓐝𓂝𓎡𓇋𓏏𓈖𓇳,mk.t-ꞽtn,1,AES
𓐝𓂝𓎡𓉐,mk.t,1,AES
𓐝𓂝𓎡𓏏,mk.t-ꞽtn,1,AES
𓐝𓂝𓎡𓏏𓇋𓏏𓈖𓇳,mk.t-ꞽtn,4,AES
𓐝𓂝𓎡𓏏𓇋𓏏𓈖𓇳𓀭,mk.t-ꞽtn,1,AES
𓐝𓂝𓎡𓏏𓇋𓏏𓈖􍓄,mk.t-ꞽtn,1,AES
𓐝𓂝𓎡𓏏𓏛𓏥,mki,1,AES
𓐝𓂝𓎡𓏏𓏛𓏥,mkw.t,1,AES
𓐝𓂝𓎡𓏥,mkw.t,1,AES
𓐝𓂝𓎡𓏮𓏛𓏏𓏲,mk.t,1,AES
𓐝𓂝𓎺𓃀,m-ꜥb,1,AES
𓐝𓂝𓏏𓈖𓈐,mṯn,2,AES
𓐝𓂝𓏏𓈖𓌙𓅯,mtn,1,AES
𓐝𓂝𓏏𓈖𓏌𓏲𓈐,mṯn,1,AES
𓐝𓂝𓏛,mḥ,1,AES
𓐝𓂝𓏛,m-ꜥ,1,AES
𓐝𓂝𓏤,mḥ,1,AES
𓐝𓂝𓐍𓏏𓊏,mfḫ,2,AES
𓐝𓂝𓐠𓏤𓍘𓇋𓄑𓏛𓈒,mstḥ,1,Ramses
𓐝𓂞,mꞽ,2,AES
𓐝𓂞,m-ẖr.t-hrw,1,AES
𓐝𓂞,m-dꞽ,1,AES
𓐝𓂢,m,1,AES
𓐝𓂸,m-bꜣḥ,4,AES
𓐝𓂸𓏛,m-bꜣḥ,5,AES
𓐝𓂸𓏤,m-bꜣḥ,5,AES
𓐝𓂺,m-bꜣḥ,6,AES
𓐝𓂺𓏛,m-bꜣḥ,9,AES
𓐝𓂺𓏤,m-bꜣḥ,2,AES
𓐝𓂺𓏤𓏛,m-bꜣḥ,5,AES
𓐝𓃀𓈎𓇋𓇋𓂻𓂋,m-bq.ꞽt-r,1,AES
𓐝𓃀𓈎𓇋𓇋𓏏𓂻𓂋,m-bq.ꞽt-r,2,AES
𓐝𓄂𓏏,m-ḥꜣ.t,2,AES
𓐝𓄂𓏏𓏤,m-ḥꜣ.t,3,AES
𓐝𓄂𓏏𓏮,m-ḥꜣ.t,1,AES
𓐝𓄑𓀽,mḥ,1,AES
𓐝𓄑𓏛𓀽,mḥ,4,AES
𓐝𓄑𓏛𓀽𓇉,mḥ,2,AES
𓐝𓄚𓈖,m-ẖnw,1,AES
𓐝𓄚𓈖𓉐,m-ẖnw,2,AES
𓐝𓄚𓈖𓉐𓅱𓏌,m-ẖnw,1,AES
𓐝𓄚𓈖𓏌𓅱𓉐,m-ẖnw,1,AES
𓐝𓄚𓈖𓏌𓉐,m-ẖnw,13,AES
𓐝𓄚𓈖𓏌𓏲𓉐,m-ẖnw,1,AES
𓐝𓄚𓈖𓏌𓏲𓉐𓏏,m-ẖnw,1,AES
𓐝𓄚𓏌𓉐,m-ẖnw,1,AES
𓐝𓄿𓇉𓏲𓂡,m-ḥꜣ.w,1,AES
𓐝𓆓𓂧,m-ḏd,10,AES
𓐝𓆓𓏏𓎯,mḏ.t,1,AES
𓐝𓆓𓏏𓎰,mḏ.t,1,AES
𓐝𓆱,m-ḫt,1,AES
𓐝𓆱𓇳𓏤𓐝,m-ḫt,1,AES
𓐝𓆱𓏏𓏤,m-ḫt,3,AES
𓐝𓆱𓏏𓐍𓂻,m-ḫt,1,AES
𓐝𓆱𓐍𓏏,m-ḫt,2,AES
𓐝𓆱𓐍𓏏𓂻,m-ḫt,4,AES
𓐝𓆱𓐍𓏏𓐝,m-ḫt,1,AES
𓐝𓇉𓄿𓁶𓏏,m-ḥꜣ,1,AES
𓐝𓇉𓏲𓏝𓂋,m-ḥꜣ.w-r,1,AES
𓐝𓇋𓀁𓅓,ꞽm,1,AES
𓐝𓇋𓅓,m,1,AES
𓐝𓇓𓏏𓈖,mw.t-nswt,1,AES
𓐝𓇛𓏛,nḏm,1,AES
𓐝𓇥𓂋,mḏr,1,AES
𓐝𓇳𓏤𓂝,m-rꜥ-ꜥ,1,AES
𓐝𓈙𓂋􇒹𓇳𓏤,mšr.w,1,AES
𓐝𓉔𓄿𓏲𓀀𓏏𓁐𓏲,mhw.t,1,AES
𓐝𓉔𓅱𓀜,mhi,1,AES
𓐝𓉺𓏌𓊖,ꜥḥꜣ.w-m-ꞽwn.w,1,AES
𓐝𓉻𓊢𓂝𓇳𓏤𓆑,ꜥꜣ-m-ꜥḥꜥ.w=f,1,AES
𓐝𓊃𓍘𓇋𓆱,ms.t,1,Ramses
𓐝𓊃𓏌,gs,1,AES
𓐝𓊃𓏌𓏤,gs.w,1,AES
𓐝𓊃𓏤,gs,1,AES
𓐝𓊃𓏲𓏋,gs,1,AES
𓐝𓊃𓐝𓊃𓏌𓂡𓀁,gsgs,1,AES
𓐝𓊃𓐝𓊃𓏴𓂡,gsgs,1,AES
𓐝𓊃􎟬𓏌,gs.w,2,AES
𓐝𓊃􎟬𓏌,gs,1,AES
𓐝𓊄,ms,1,AES
𓐝𓊢𓂝𓇳𓏤𓆑,ꜥꜣ-m-ꜥḥꜥ.w=f,2,AES
𓐝𓊵,m-ḥtp,2,AES
𓐝𓊵𓏏𓊪,m-ḥtp,3,AES
𓐝𓋴𓅱𓈎𓈎𓈎,gs.w,1,AES
𓐝𓋴𓅱𓊰,gs.w,1,AES
𓐝𓌵𓄿,mꜣꜣ,1,AES
𓐝𓌻𓂋𓏏,n-mrw.t,1,AES
𓐝𓍱𓏤𓏛𓌷,m-šs-mꜣꜥ,1,AES
𓐝𓍱𓏤𓏛𓌷𓂝𓏛,m-šs-mꜣꜥ,1,AES
𓐝𓎡𓏏𓇋𓏏𓈖𓇳,mk.t-ꞽtn,1,AES
𓐝𓎡󿀆,ꞽm.ꞽ-rd.wꞽ-m-ẖr.t-nṯr,1,AES
𓐝𓎼𓂋𓏮𓏛𓏥𓉔𓂋𓇳𓏤,m-ẖr.t-hrw,1,AES
𓐝𓏃𓈖𓍘𓇋𓇋𓏏𓊛,m-ḫnt.ꞽt,1,AES
𓐝𓏃𓈖𓏏𓍘𓇋𓇋𓏏𓊛,m-ḫnt.ꞽt,1,AES
𓐝𓏃𓏏𓍿𓇋𓏏𓇋𓊞,m-ḫnt.ꞽt,1,AES
𓐝𓏇𓏏𓏏,m-mꞽ.tꞽt,3,AES
𓐝𓏇𓏏𓏏𓏛,m-mꞽ.tꞽt,15,AES
𓐝𓏇𓏏𓏏𓏛𓇋𓂋𓏮,m-mꞽ.tꞽt-ꞽrꞽ,2,AES
𓐝𓏌𓉐,m-ẖnw,1,AES
𓐝𓏏,ꞽm.tꞽ,3,AES
𓐝𓏏,mri,1,AES
𓐝𓏏,mtw=,1,AES
𓐝𓏏,mw.t,1,AES
𓐝𓏏𓀐,mwt,2,AES
𓐝𓏏𓂝,mꜣꜥ,1,AES
𓐝𓏏𓅱𓈒𓏥,mwt,1,AES
𓐝𓏏𓇓,mw.t-nswt,2,AES
𓐝𓏏𓇳,mwt,1,AES
𓐝𓏏𓍔𓄿𓀭,mtꜣ,1,AES
𓐝𓏏𓏏𓁐,mw.t,1,AES
𓐝𓏏𓏭𓌙𓌙󱟘,mtꞽ,1,AES
𓐝𓏏𓏲,mtw=,1,AES
𓐝𓏠𓈖𓇳𓏏,m-mn.t,1,AES
𓐝𓏠𓈖𓏏𓇳,m-mn.t,2,AES
𓐝𓏠𓏏𓇳,m-mn.t,1,AES
𓐝𓏤,gs,3,AES
𓐝𓏤𓂧𓊪𓏏𓊛,gs-dp.t,1,AES
𓐝𓏤𓅓𓏏𓏱𓍼𓏤,gs-mwt,1,AES
𓐝𓏤𓋹𓈖𓐍𓏛𓍼𓏤,gs-ꜥnḫ,1,AES
𓐝𓏥𓏤𓉐,gs.w-pr.w,1,AES
𓐝𓏥𓏤𓉐𓏤𓏥𓊖,gs.w-pr.w,1,AES
𓐝𓐍,ḫm,1,AES
𓐝𓐍𓂧𓊛,m-ḫd,1,AES
𓐝𓐍𓆑𓁷𓏤𓋔,m-ḫft-ḥr-n,1,AES
𓐝𓐝,m-m,2,AES
𓐝𓐝,m,1,AES
𓐝𓐝𓂝,m-m,1,AES
𓐝𓐝𓅱,gsꞽ,1,AES
𓐝𓐝𓏤𓏲𓏭𓉐𓏤𓏥𓊖,gs.w-pr.w,1,AES
𓐝􇐴𓂋,m-ḏr.t,1,AES
𓐞,gs,41,AES
𓐞𓂝𓋴,gs,1,AES
𓐞𓊃,gs,1,AES
𓐞𓊃𓅱𓏌𓀜,gs,1,AES
𓐞𓊃𓍘𓇋𓆱,gstꞽ.w,1,Ramses
𓐞𓊃𓏋𓀀,gs,1,AES
𓐞𓊃𓏲𓏊,gs.w,3,AES
𓐞𓊃𓏲𓏊,gs,1,AES
𓐞𓊃𓏲𓏊𓀜,gs,27,AES
𓐞𓊃𓏲𓏊𓀜,gs.w,1,AES
𓐞𓊃𓏲𓏊𓀜𓏏𓏲,gs,1,AES
𓐞𓊃𓏲𓏊𓀜𓐍𓂋,gs,1,AES
𓐞𓊃𓏲𓏊𓏪,gs,1,AES
𓐞𓊃𓏲𓏌𓀜,gs,5,AES
𓐞𓊃𓏲𓏛𓀜,gs,1,AES
𓐞𓊃𓏲𓏛𓀜𓏪,gs.w,1,AES
𓐞𓊃𓐞𓊃𓏴𓂡,gsgs,2,AES
𓐞𓏤,gs,33,AES
𓐞𓏤𓀀𓏥,gsꞽ,1,AES
𓐞𓏤𓅱𓏭,gs,2,AES
𓐞𓏤𓊛,gs-dp.t,1,AES
𓐞𓏤𓍘𓇋𓆱,gstꞽ,1,AES
𓐞𓏤𓏥𓉐𓏥,gs.w-pr.w,1,AES
𓐞𓐞𓏤,gs,4,AES
𓐟,sꜣ,3,AES
𓐟𓄿,sꜣr,1,AES
𓐟𓄿𓄿𓄑𓀁,sꜣi,1,AES
𓐟𓏤,sꜣ,57,AES
𓐟𓏤,ḥr-sꜣ,1,AES
𓐟𓏤𓂋𓍿𓀀𓁐𓏥,srm.t,1,AES
𓐟𓏤𓂋𓏤𓅐𓏌𓏥,srm.t,3,AES
𓐟𓏤𓂋𓏤𓅐𓏏𓈒𓏥,srm.t,1,AES
𓐟𓏤𓂋𓏤𓅓𓏌𓏥,srm.t,1,AES
𓐟𓏤𓄹,swr.t,1,AES
𓐟𓏤𓅨𓂋𓈒𓏥,sꜣ-wr,1,AES
𓐟𓏤𓉐,sꜣ,1,AES
𓐟𓏤𓏌𓏥𓅨𓂋𓈒𓏥,sꜣ-wr,2,AES
𓐟𓏤𓏥,sꜣ,1,AES
𓐠,sꜣ,6,AES+Ramses
𓐠,ḥr-sꜣ,1,Ramses
𓐠𓂧𓃀𓏲𓍘𓇋𓉐,sdb.t,2,Ramses
𓐠𓄿𓅓𓏏𓁸,sꜣm.t,1,Ramses
𓐠𓄿𓏲𓅭𓅆,sꞽꜣ.w,1,AES
𓐠𓅯𓄿󼶫󼶫􄾽,sꜣ-pꜣ,1,Ramses
𓐠𓅯𓄿􄾽,sꜣ-pꜣ,1,Ramses
𓐠𓅱𓏏,sꜣw.t,3,Ramses
𓐠𓈖𓎼𓂋𓏤,sngr,1,Ramses
𓐠𓋴𓄿𓎛𓃃𓈇𓏤,sꜣḥ,1,Ramses
𓐠𓏏𓏤,sꜣ.t,1,Ramses
𓐠𓏤,sꜣ,37,AES+Ramses
𓐠𓏤,ḥr-sꜣ,23,AES+Ramses
𓐠𓏤,m-sꜣ,5,Ramses
𓐠𓏤,r-sꜣ,1,AES
𓐠𓏤𓁐,sꜣ,2,Ramses
𓐠𓏤𓂋𓈎𓏤𓅱𓇲𓏥,srq,1,Ramses
𓐠𓏤𓂋𓈎𓏤𓅱𓇲𓏪,srq,2,Ramses
𓐠𓏤𓂋𓏤𓀀,sꜣ-rꜣy,1,Ramses
𓐠𓏤𓂋𓏤𓂋𓏤𓏭𓀜,srr,1,Ramses
𓐠𓏤𓂋𓏤𓂧𓏭𓂧𓏭𓆭,srdd,1,Ramses
𓐠𓏤𓂋𓏤𓂧𓏭𓂧𓏭𓇅𓏤,srdd,1,Ramses
𓐠𓏤𓂋𓏤𓃭𓏤𓀀,srr,1,Ramses
𓐠𓏤𓂋𓏤𓇋𓇋𓀀,sꜣ-rꜣy,1,Ramses
𓐠𓏤𓂋𓏤𓇋𓇋𓄿𓀀,sry,1,Ramses
𓐠𓏤𓂋𓏤𓈎𓅱𓇲𓏥,srq,2,Ramses
𓐠𓏤𓂋𓏤𓍘𓇋𓀀,srtꞽ,1,Ramses
𓐠𓏤𓂋𓏤𓏏𓏭𓏯𓀀,srty,1,Ramses
𓐠𓏤𓂋𓏭𓇋𓇋,sry,1,Ramses
𓐠𓏤𓂋𓏭𓇋𓇋𓀀,sry,9,Ramses
𓐠𓏤𓂋𓏭𓇋𓇋𓈔𓏤𓈒𓏥,sṯy,1,Ramses
𓐠𓏤𓂋𓏭𓇓𓅱𓈉,srs,1,Ramses
𓐠𓏤𓂋𓏭𓐠𓏤𓂋𓏭𓆱𓏫,srdd,1,Ramses
𓐠𓏤𓂓𓃒𓂸𓊖,zꜣ-kꜣ,1,AES
𓐠𓏤𓂓𓃒𓂸𓊖,sꜣ-kꜣ,1,Ramses
𓐠𓏤𓂓𓏤𓊖,zꜣ-kꜣ,1,AES
𓐠𓏤𓂧𓏭𓇋𓇋,sry,1,Ramses
𓐠𓏤𓂧𓏭𓇋𓇋𓀀,sry,1,Ramses
𓐠𓏤𓃀𓅯𓄿𓇋𓄿𓏭𓂋𓏤𓂽𓌙𓈉,sbr,1,Ramses
𓐠𓏤𓃀𓅯𓄿𓏭𓂋𓏤𓆰𓏥,sbr.w,1,Ramses
𓐠𓏤𓃀𓅯𓄿𓏭𓂋𓏤𓆰𓏫,sbr.w,1,Ramses
𓐠𓏤𓃀𓅯𓄿𓏭𓂋𓏤𓏋𓏫,sbr,2,Ramses
𓐠𓏤𓃭𓏤𓏏𓏭𓇋𓇋𓀀,sꜣrwty,1,Ramses
𓐠𓏤𓃭𓏤𓏏𓏭𓇋𓇋𓏏􋕾𓌪𓂡,srty,1,Ramses
𓐠𓏤𓃭𓏤𓏏𓏭𓇋𓇋􄾽􋕾𓆰𓏥,srty,1,Ramses
𓐠𓏤𓄑𓏛𓈔,sꜣḥ,1,Ramses
𓐠𓏤𓅓𓂝𓈖𓄿𓐎,smn,7,AES
𓐠𓏤𓅓𓂝𓈖𓄿𓐎𓏱,smn,1,AES
𓐠𓏤𓅓𓂝𓈖𓏌𓏲𓐎𓏱,smn,1,AES
𓐠𓏤𓅓𓂝𓎢𓄿𓆱,smk.t,1,Ramses
𓐠𓏤𓅓𓂝𓏲𓈖𓄿𓐎,smn,17,AES
𓐠𓏤𓅓𓏏𓁸𓏪,sꜣm.t,1,AES
𓐠𓏤𓅮𓃭𓃭𓌙𓀭,sꜣpꜣrwrw,2,Ramses
𓐠𓏤𓅱𓏏𓀁,swt,2,Ramses
𓐠𓏤𓅱𓏏𓀁𓏪,swt,3,AES+Ramses
𓐠𓏤𓅱𓏏𓅯𓄿𓊡𓏲𓌙𓁐,swt-pꜣ-ṯꜣw,1,Ramses
𓐠𓏤𓅱𓏏𓏛,swꜣ,1,Ramses
𓐠𓏤𓅱𓏏𓏫𓀁,swt,1,Ramses
𓐠𓏤𓅱𓏏𓏭𓏛,swt,1,Ramses
𓐠𓏤𓆑𓏏𓌪,sf.t,1,Ramses
𓐠𓏤𓆼𓄿𓂋𓏤𓉻𓀁,sḫrꜥ,1,Ramses
𓐠𓏤𓆼𓄿𓂋𓏤𓉻𓏛𓏴𓂡,sḫrꜥ,1,Ramses
𓐠𓏤𓆼𓄿𓌙𓁐,sḫ,1,Ramses
𓐠𓏤𓇋𓅓𓈗𓈘𓈇,sꜣꞽꜣ,1,Ramses
𓐠𓏤𓇓𓏲,sꜣsw,2,Ramses
𓐠𓏤𓇓𓏲𓂧𓊃𓇋𓇋𓆰𓏪,sꜣswdsy,1,Ramses
𓐠𓏤𓇓𓏲𓍘𓇋𓆰𓏫,sst,1,Ramses
𓐠𓏤𓈎𓄿𓇋𓇋𓈎𓄿𓏏𓈇𓏤,sqqt,1,Ramses
𓐠𓏤𓈖𓂋𓆰𓏪,sꜣr,1,Ramses
𓐠𓏤𓈖𓄿𓇋𓏲𓏏𓆱,sn.t,1,Ramses
𓐠𓏤𓈖𓈖𓈖𓁐,sꜣmw,1,Ramses
𓐠𓏤𓈖𓏥𓂋𓏤𓍯𓄿𓁸,snrw,1,Ramses
𓐠𓏤𓈖𓏥𓂋𓏤𓏏𓏭𓏯𓀀,snrt,1,Ramses
𓐠𓏤𓈖𓏥𓎼𓄿𓂋𓏤𓌙𓈉,sngr,1,Ramses
𓐠𓏤𓈖𓏥𓎼𓄿𓏭𓂋𓏤𓌙𓈉,sngr,2,Ramses
𓐠𓏤𓉐,sꜣ,3,AES+Ramses
𓐠𓏤𓉻𓏛𓂋𓏤𓍘𓇋𓁸𓏥,sꜥr.t,1,Ramses
𓐠𓏤𓉻𓏛𓂋𓏤𓍘𓇋𓁸𓏪,sꜥr.t,1,Ramses
𓐠𓏤𓉻𓏛𓂋𓏤𓍘𓇋𓁸𓏫,sꜥr.t,2,Ramses
𓐠𓏤𓉻𓏛𓃭𓏤𓆰𓏪,sꜥr,1,Ramses
𓐠𓏤𓉻𓏛𓏭𓂋𓏤𓌙𓈉𓊖,sꜣyr,1,Ramses
𓐠𓏤𓊪𓏲𓇋𓇋𓄜𓏤𓏪,ꞽsp.t,1,Ramses
𓐠𓏤𓊪𓏲𓈀,ps,1,Ramses
𓐠𓏤𓊪𓏲𓏭𓂋𓏤𓌟𓈒𓏥,spr,1,Ramses
𓐠𓏤𓋴𓏏𓂡,sꜣw,1,Ramses
𓐠𓏤𓌳𓄿𓎢𓄿𓇋𓏲𓆱,smk.t,1,Ramses
𓐠𓏤𓍑𓄿𓂋𓏲𓏭,sꜣḏꜣrꜣwy,1,Ramses
𓐠𓏤𓍑𓄿𓉻𓏛𓀁𓀀,sḏꜥ,1,Ramses
𓐠𓏤𓍑𓄿𓏭𓂋𓏤𓊌,sḏr,1,AES
𓐠𓏤𓍑󼶫𓉻𓏛𓀀,sḏꜥ,1,Ramses
𓐠𓏤𓍑󼶫𓉻𓏛𓄛𓀀,sḏꜥ,2,Ramses
𓐠𓏤𓍘𓇋,st,2,Ramses
𓐠𓏤𓍘𓇋𓉔𓄿𓍘𓇋𓌙𓀀𓏥,sth.t,1,Ramses
𓐠𓏤𓍘𓇋𓐎𓏥,stꞽ,1,Ramses
𓐠𓏤𓍯𓄿𓅡𓏤𓅡𓏤𓏴𓂡,swbb,1,Ramses
𓐠𓏤𓍯𓄿𓆱,sꜣw,1,Ramses
𓐠𓏤𓍯𓄿𓆱𓏫,sꜣw,1,Ramses
𓐠𓏤𓍯𓄿𓍑𓄿𓂷𓂡􄾽,swḏ,2,Ramses
𓐠𓏤𓎡𓏏𓏯𓁐,sꜣ-k.t,1,Ramses
𓐠𓏤𓎢,sk,1,Ramses
𓐠𓏤𓎢𓄿𓄛𓏫,skꜣ,1,AES
𓐠𓏤𓎢𓄿𓅓𓂝𓂾𓅯,skm,1,Ramses
𓐠𓏤𓎢𓄿𓌳𓄿𓌙𓈉,skmm,2,Ramses
𓐠𓏤𓎢𓄿􎻚𓏭𓄛𓏫,sk,1,Ramses
𓐠𓏤𓎢𓏏𓏯,sk,5,Ramses
𓐠𓏤𓎢𓏏𓏯𓀀,sꜣ-k.t,3,Ramses
𓐠𓏤𓎢𓏏𓏯𓀜𓀀,skt,1,Ramses
𓐠𓏤𓎢𓏏𓏯𓄛,skꜣ.t,2,Ramses
𓐠𓏤𓎢𓏏𓏯𓄛,sk,1,Ramses
𓐠𓏤𓎢𓏏𓏯𓄛𓏤,sk,3,Ramses
𓐠𓏤𓎢𓏏󼶫𓈔,skt,1,Ramses
𓐠𓏤𓎼𓀁𓍘𓇋,swgꜣ.tw,1,Ramses
𓐠𓏤𓎼𓄿𓁸,sg,1,Ramses
𓐠𓏤𓎼𓄿𓂋𓏤𓅷𓏤𓆱𓏥,sgrṯ.w,1,Ramses
𓐠𓏤𓎼𓄿𓂾𓂻,sg,1,Ramses
𓐠𓏤𓎼𓄿𓃀𓅯𓄿𓇋𓇋𓈖𓄿𓈗𓈘𓈇,sgbyn,1,Ramses
𓐠𓏤𓏏𓏐𓏒𓏥𓇋𓇋𓆱,sty,1,Ramses
𓐠𓏤𓏏𓏲𓃭𓊪𓏭𓐠𓏤󼶫𓂾󼶫𓂻,strps,1,Ramses
𓐠𓏤𓏠𓈖𓏌󼶫󼶫𓐎,smn,1,Ramses
𓐠𓏤𓏭𓂋𓇋𓇋𓀀,sry,1,Ramses
𓐠𓏤𓏭𓂋𓏤,sr,1,Ramses
𓐠𓏤𓏭𓂋𓏤𓂧𓏭𓂧𓏭𓆱,srdd,1,Ramses
𓐠𓏤𓏭𓂋𓏤𓇋𓇋𓀀,sry,2,Ramses
𓐠𓏤𓏭𓂋𓏤𓏯𓐎,sr.t,1,Ramses
𓐠𓏤𓏲𓏏𓀁,swt,3,Ramses
𓐠𓏤𓏲𓏏𓇓𓀁,swt,1,Ramses
𓐠𓏤𓏲𓏏𓇓𓏲,swt,1,Ramses
𓐠𓏤𓏲𓏭,swt,3,Ramses
𓐠𓏤𓏲𓏭,sꜣwy,1,Ramses
𓐠𓏤𓏲𓏭𓀀,swt,1,Ramses
𓐠𓏤𓏲𓏭𓀁,swt,3,Ramses
𓐠𓏤𓏲𓏭𓀁,sꜣwt,1,Ramses
𓐠𓏤𓏲𓏭𓀁𓅯𓄿𓂧𓏇𓇋𓇋󼶫𓊖,swt-pꜣ-dmꞽ,1,Ramses
𓐠𓏤𓏲𓏭𓅆,swt,1,Ramses
